Table,Category,Variable Name,Variable Description,Other Details,
2,Lifestyle and Dietary Recommendations,DRD370OQ,Number of times sea bass was eaten in the past 30 days,"['DR1TOT_H', 'Dietary Interview - Total Nutrient Intakes, First Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DRD370P,Shark eaten during past 30 days,"['DR1TOT_H', 'Dietary Interview - Total Nutrient Intakes, First Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DRD370PQ,Number of times shark was eaten in the past 30 days,"['DR1TOT_H', 'Dietary Interview - Total Nutrient Intakes, First Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DRD370Q,Swordfish eaten during past 30 days,"['DR1TOT_H', 'Dietary Interview - Total Nutrient Intakes, First Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DRD370QQ,Number of times swordfish was eaten in the past 30 days,"['DR1TOT_H', 'Dietary Interview - Total Nutrient Intakes, First Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DRD370R,Trout eaten during past 30 days,"['DR1TOT_H', 'Dietary Interview - Total Nutrient Intakes, First Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DRD370RQ,Number of times trout was eaten in the past 30 days,"['DR1TOT_H', 'Dietary Interview - Total Nutrient Intakes, First Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DRD370S,Walleye eaten during the past 30 days,"['DR1TOT_H', 'Dietary Interview - Total Nutrient Intakes, First Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DRD370SQ,Number of times walleye was eaten in the past 30 days,"['DR1TOT_H', 'Dietary Interview - Total Nutrient Intakes, First Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DRD370T,Other type of fish eaten during past 30 days,"['DR1TOT_H', 'Dietary Interview - Total Nutrient Intakes, First Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DRD370TQ,Number of times other type of fish was eaten in the past 30 days,"['DR1TOT_H', 'Dietary Interview - Total Nutrient Intakes, First Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DRD370U,Other unknown type eaten during past 30 days,"['DR1TOT_H', 'Dietary Interview - Total Nutrient Intakes, First Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DRD370UQ,Number of times other unknown type of fish was eaten in the past 30 days,"['DR1TOT_H', 'Dietary Interview - Total Nutrient Intakes, First Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DRD370V,Refused to give detailed information on fish eaten during past 30 days,"['DR1TOT_H', 'Dietary Interview - Total Nutrient Intakes, First Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DRDINT,Indicates whether the sample person has intake data for one or two days.,"['DR1TOT_H', 'Dietary Interview - Total Nutrient Intakes, First Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DRQSDIET,"Are you currently on any kind of diet, either to lose weight or for some other health-related reason?","['DR1TOT_H', 'Dietary Interview - Total Nutrient Intakes, First Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DRQSDT1,What kind of diet are you on? (Is it a weight loss or low calorie diet: low fat or cholesterol diet; low salt or sodium diet; sugar free or low sugar diet; low fiber diet; high fiber diet; diabetic diet; or another type of diet?),"['DR1TOT_H', 'Dietary Interview - Total Nutrient Intakes, First Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DRQSDT10,What kind of diet are you on? (Is it a weight loss or low calorie diet: low fat or cholesterol diet; low salt or sodium diet; sugar free or low sugar diet; low fiber diet; high fiber diet; diabetic diet; or another type of diet?),"['DR1TOT_H', 'Dietary Interview - Total Nutrient Intakes, First Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DRQSDT11,What kind of diet are you on? (Is it a weight loss or low calorie diet: low fat or cholesterol diet; low salt or sodium diet; sugar free or low sugar diet; low fiber diet; high fiber diet; diabetic diet; or another type of diet?),"['DR1TOT_H', 'Dietary Interview - Total Nutrient Intakes, First Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DRQSDT12,What kind of diet are you on? (Is it a weight loss or low calorie diet: low fat or cholesterol diet; low salt or sodium diet; sugar free or low sugar diet; low fiber diet; high fiber diet; diabetic diet; or another type of diet?),"['DR1TOT_H', 'Dietary Interview - Total Nutrient Intakes, First Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DRQSDT2,What kind of diet are you on? (Is it a weight loss or low calorie diet: low fat or cholesterol diet; low salt or sodium diet; sugar free or low sugar diet; low fiber diet; high fiber diet; diabetic diet; or another type of diet?),"['DR1TOT_H', 'Dietary Interview - Total Nutrient Intakes, First Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DRQSDT3,What kind of diet are you on? (Is it a weight loss or low calorie diet: low fat or cholesterol diet; low salt or sodium diet; sugar free or low sugar diet; low fiber diet; high fiber diet; diabetic diet; or another type of diet?),"['DR1TOT_H', 'Dietary Interview - Total Nutrient Intakes, First Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DRQSDT4,What kind of diet are you on? (Is it a weight loss or low calorie diet: low fat or cholesterol diet; low salt or sodium diet; sugar free or low sugar diet; low fiber diet; high fiber diet; diabetic diet; or another type of diet?),"['DR1TOT_H', 'Dietary Interview - Total Nutrient Intakes, First Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DRQSDT5,What kind of diet are you on? (Is it a weight loss or low calorie diet: low fat or cholesterol diet; low salt or sodium diet; sugar free or low sugar diet; low fiber diet; high fiber diet; diabetic diet; or another type of diet?),"['DR1TOT_H', 'Dietary Interview - Total Nutrient Intakes, First Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DRQSDT6,What kind of diet are you on? (Is it a weight loss or low calorie diet: low fat or cholesterol diet; low salt or sodium diet; sugar free or low sugar diet; low fiber diet; high fiber diet; diabetic diet; or another type of diet?),"['DR1TOT_H', 'Dietary Interview - Total Nutrient Intakes, First Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DRQSDT7,What kind of diet are you on? (Is it a weight loss or low calorie diet: low fat or cholesterol diet; low salt or sodium diet; sugar free or low sugar diet; low fiber diet; high fiber diet; diabetic diet; or another type of diet?),"['DR1TOT_H', 'Dietary Interview - Total Nutrient Intakes, First Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DRQSDT8,What kind of diet are you on? (Is it a weight loss or low calorie diet: low fat or cholesterol diet; low salt or sodium diet; sugar free or low sugar diet; low fiber diet; high fiber diet; diabetic diet; or another type of diet?),"['DR1TOT_H', 'Dietary Interview - Total Nutrient Intakes, First Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DRQSDT9,What kind of diet are you on? (Is it a weight loss or low calorie diet: low fat or cholesterol diet; low salt or sodium diet; sugar free or low sugar diet; low fiber diet; high fiber diet; diabetic diet; or another type of diet?),"['DR1TOT_H', 'Dietary Interview - Total Nutrient Intakes, First Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DRQSDT91,What kind of diet are you on? (Is it a weight loss or low calorie diet: low fat or cholesterol diet; low salt or sodium diet; sugar free or low sugar diet; low fiber diet; high fiber diet; diabetic diet; or another type of diet?),"['DR1TOT_H', 'Dietary Interview - Total Nutrient Intakes, First Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DRQSPREP,"How often is ordinary salt or seasoned salt added in cooking or preparing foods in your household?  Is it never, rarely, occasionally, or very often?","['DR1TOT_H', 'Dietary Interview - Total Nutrient Intakes, First Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,SEQN,Respondent sequence number.,"['DR1TOT_H', 'Dietary Interview - Total Nutrient Intakes, First Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,WTDR2D,Dietary two-day sample weight,"['DR1TOT_H', 'Dietary Interview - Total Nutrient Intakes, First Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,WTDRD1,Dietary day one sample weight,"['DR1TOT_H', 'Dietary Interview - Total Nutrient Intakes, First Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DR2_300,"Was the amount of food that {you/NAME} ate yesterday much more than usual, usual, or much less than usual?","['DR2TOT_H', 'Dietary Interview - Total Nutrient Intakes, Second Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DR2_320Z,"Total plain water drank yesterday - including plain tap water, water from a drinking fountain, water from a water cooler, bottled water, and spring water.","['DR2TOT_H', 'Dietary Interview - Total Nutrient Intakes, Second Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DR2_330Z,Total tap water drank yesterday - including filtered tap water and water from a drinking fountain.,"['DR2TOT_H', 'Dietary Interview - Total Nutrient Intakes, Second Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DR2BWATZ,Total bottled water drank yesterday. (gm),"['DR2TOT_H', 'Dietary Interview - Total Nutrient Intakes, Second Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DR2DAY,Intake day of the week,"['DR2TOT_H', 'Dietary Interview - Total Nutrient Intakes, Second Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DR2DBIH,Number of days between intake day and the day of family questionnaire administered in the household.,"['DR2TOT_H', 'Dietary Interview - Total Nutrient Intakes, Second Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DR2DRSTZ,Dietary recall status,"['DR2TOT_H', 'Dietary Interview - Total Nutrient Intakes, Second Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DR2EXMER,Interviewer ID code,"['DR2TOT_H', 'Dietary Interview - Total Nutrient Intakes, Second Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DR2HELPD,Who helped in responding for this interview,"['DR2TOT_H', 'Dietary Interview - Total Nutrient Intakes, Second Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DR2LANG,The respondent spoke mostly:,"['DR2TOT_H', 'Dietary Interview - Total Nutrient Intakes, Second Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DR2MNRSP,Who was the main respondent for this interview?,"['DR2TOT_H', 'Dietary Interview - Total Nutrient Intakes, Second Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DR2SKY,"What type of salt was it? (Was it ordinary or seasoned salt, lite salt, or a salt substitute?)","['DR2TOT_H', 'Dietary Interview - Total Nutrient Intakes, Second Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DR2STY,"Did {you/SP} add any salt to {your/her/his} food at the table yesterday? Salt includes ordinary or seasoned salt, lite salt, or a salt substitute.","['DR2TOT_H', 'Dietary Interview - Total Nutrient Intakes, Second Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DR2TACAR,Alpha-carotene (mcg),"['DR2TOT_H', 'Dietary Interview - Total Nutrient Intakes, Second Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DR2TALCO,Alcohol (gm),"['DR2TOT_H', 'Dietary Interview - Total Nutrient Intakes, Second Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DR2TATOA,Added alpha-tocopherol (Vitamin E) (mg),"['DR2TOT_H', 'Dietary Interview - Total Nutrient Intakes, Second Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DR2TATOC,Vitamin E as alpha-tocopherol (mg),"['DR2TOT_H', 'Dietary Interview - Total Nutrient Intakes, Second Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DR2TB12A,Added vitamin B12 (mcg),"['DR2TOT_H', 'Dietary Interview - Total Nutrient Intakes, Second Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DR2TBCAR,Beta-carotene (mcg),"['DR2TOT_H', 'Dietary Interview - Total Nutrient Intakes, Second Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DR2TCAFF,Caffeine (mg),"['DR2TOT_H', 'Dietary Interview - Total Nutrient Intakes, Second Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DR2TCALC,Calcium (mg),"['DR2TOT_H', 'Dietary Interview - Total Nutrient Intakes, Second Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DR2TCARB,Carbohydrate (gm),"['DR2TOT_H', 'Dietary Interview - Total Nutrient Intakes, Second Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DR2TCHL,Total choline (mg),"['DR2TOT_H', 'Dietary Interview - Total Nutrient Intakes, Second Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DR2TCHOL,Cholesterol (mg),"['DR2TOT_H', 'Dietary Interview - Total Nutrient Intakes, Second Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DR2TCOPP,Copper (mg),"['DR2TOT_H', 'Dietary Interview - Total Nutrient Intakes, Second Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DR2TCRYP,Beta-cryptoxanthin (mcg),"['DR2TOT_H', 'Dietary Interview - Total Nutrient Intakes, Second Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DR2TFA,Folic acid (mcg),"['DR2TOT_H', 'Dietary Interview - Total Nutrient Intakes, Second Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DR2TFDFE,Folate as dietary folate equivalents (mcg),"['DR2TOT_H', 'Dietary Interview - Total Nutrient Intakes, Second Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DR2TFF,Food folate (mcg),"['DR2TOT_H', 'Dietary Interview - Total Nutrient Intakes, Second Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DR2TFIBE,Dietary fiber (gm),"['DR2TOT_H', 'Dietary Interview - Total Nutrient Intakes, Second Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DR2TFOLA,Total folate (mcg),"['DR2TOT_H', 'Dietary Interview - Total Nutrient Intakes, Second Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DR2TIRON,Iron (mg),"['DR2TOT_H', 'Dietary Interview - Total Nutrient Intakes, Second Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DR2TKCAL,Energy (kcal),"['DR2TOT_H', 'Dietary Interview - Total Nutrient Intakes, Second Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DR2TLYCO,Lycopene (mcg),"['DR2TOT_H', 'Dietary Interview - Total Nutrient Intakes, Second Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DR2TLZ,Lutein + zeaxanthin (mcg),"['DR2TOT_H', 'Dietary Interview - Total Nutrient Intakes, Second Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DR2TM161,MFA 16:1 (Hexadecenoic) (gm),"['DR2TOT_H', 'Dietary Interview - Total Nutrient Intakes, Second Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DR2TM181,MFA 18:1 (Octadecenoic) (gm),"['DR2TOT_H', 'Dietary Interview - Total Nutrient Intakes, Second Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DR2TM201,MFA 20:1 (Eicosenoic) (gm),"['DR2TOT_H', 'Dietary Interview - Total Nutrient Intakes, Second Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DR2TM221,MFA 22:1 (Docosenoic) (gm),"['DR2TOT_H', 'Dietary Interview - Total Nutrient Intakes, Second Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DR2TMAGN,Magnesium (mg),"['DR2TOT_H', 'Dietary Interview - Total Nutrient Intakes, Second Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DR2TMFAT,Total monounsaturated fatty acids (gm),"['DR2TOT_H', 'Dietary Interview - Total Nutrient Intakes, Second Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DR2TMOIS,Moisture (gm),"['DR2TOT_H', 'Dietary Interview - Total Nutrient Intakes, Second Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DR2TNIAC,Niacin (mg),"['DR2TOT_H', 'Dietary Interview - Total Nutrient Intakes, Second Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DR2TNUMF,Total number of foods/beverages reported in the individual foods file,"['DR2TOT_H', 'Dietary Interview - Total Nutrient Intakes, Second Day', '2013', '2014', 'Dietary', 'None']",
2,Lifestyle and Dietary Recommendations,DR2TP182,PFA 18:2 (Octadecadienoic) (gm),"['DR2TOT_H', 'Dietary Interview - Total Nutrient Intakes, Second Day', '2013', '2014', 'Dietary', 'None']",
